罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,尼崎南,竹谷,282022,兵庫県,尼崎市,神田北通５丁目,2018-05-29,10,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎南,中央,282022,兵庫県,尼崎市,神田中通２丁目,2018-12-03,00,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎南,大島,282022,兵庫県,尼崎市,浜田町３丁目,2018-04-15,21,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎南,大島,282022,兵庫県,尼崎市,浜田町５丁目,2018-07-12,09,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎南,七松,282022,兵庫県,尼崎市,西難波町６丁目,2018-06-25,01,一戸建住宅,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎南,七松,282022,兵庫県,尼崎市,南七松町１丁目,2018-04-17,00,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎南,七松,282022,兵庫県,尼崎市,西立花町２丁目,2018-12-03,16,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎南,稲葉荘,282022,兵庫県,尼崎市,西立花町３丁目,2018-09-10,06,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎南,大庄,282022,兵庫県,尼崎市,大庄中通３丁目,2018-05-12,18,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎南,センタープール前,282022,兵庫県,尼崎市,大庄中通５丁目,2017-09-06,17,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎東,潮江,282022,兵庫県,尼崎市,潮江１丁目,2017-12-30,11,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎東,神崎,282022,兵庫県,尼崎市,次屋３丁目,2018-12-26,07,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎東,下坂部,282022,兵庫県,尼崎市,名神町３丁目,2018-05-01,12,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎東,下坂部,282022,兵庫県,尼崎市,名神町３丁目,2018-06-26,19,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎東,上坂部,282022,兵庫県,尼崎市,下坂部４丁目,2018-01-02,15,その他,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎東,食満,282022,兵庫県,尼崎市,南清水,2014-03-10,20,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2017-10-16,20,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,塚口東,282022,兵庫県,尼崎市,塚口本町４丁目,2018-04-24,08,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎北,塚口西,282022,兵庫県,尼崎市,塚口町１丁目,2018-01-17,21,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,生島,282022,兵庫県,尼崎市,上ノ島町３丁目,2018-09-02,18,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘５丁目,2018-06-24,10,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,西昆陽,282022,兵庫県,尼崎市,西昆陽１丁目,2018-04-27,17,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,西昆陽,282022,兵庫県,尼崎市,武庫之荘８丁目,2018-09-11,02,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫町２丁目,2018-03-28,06,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町１丁目,2018-06-19,15,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,尾浜,282022,兵庫県,尼崎市,尾浜町２丁目,2016-07-01,20,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,尾浜,282022,兵庫県,尼崎市,尾浜町２丁目,2018-08-19,23,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎北,尾浜,282022,兵庫県,尼崎市,尾浜町２丁目,2018-10-01,22,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎北,立花駅前,282022,兵庫県,尼崎市,三反田町２丁目,2013-03-21,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,立花駅前,282022,兵庫県,尼崎市,水堂町２丁目,2017-09-21,21,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,昆陽,282073,兵庫県,伊丹市,昆陽５丁目,2018-02-27,19,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,寺本１丁目,2018-06-19,22,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,寺本５丁目,2018-09-11,17,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,山田２丁目,2018-03-13,22,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,中央,282171,兵庫県,川西市,栄町,2018-08-07,23,道路上,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,川西,中央,282171,兵庫県,川西市,中央町,2018-11-27,15,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,川西,小花,282171,兵庫県,川西市,小花１丁目,2018-11-25,08,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,川西,多田東,282171,兵庫県,川西市,多田桜木１丁目,2018-07-29,15,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,川西,多田東,282171,兵庫県,川西市,鼓が滝３丁目,2018-09-05,22,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,加茂,282171,兵庫県,川西市,加茂６丁目,2018-07-20,13,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,清和台,282171,兵庫県,川西市,赤松字中才,2018-06-30,06,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,日生中央,283011,兵庫県,猪名川町,柏梨田字高関,2018-11-20,21,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,宝塚,宝塚駅前,282146,兵庫県,宝塚市,川面５丁目,2017-12-29,18,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,宝塚,宝塚駅前,282146,兵庫県,宝塚市,御殿山２丁目,2018-11-01,09,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,宝塚駅前,282146,兵庫県,宝塚市,売布東の町,2018-07-17,15,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,逆瀬川,282146,兵庫県,宝塚市,伊孑志２丁目,2018-04-09,16,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,逆瀬川,282146,兵庫県,宝塚市,逆瀬川２丁目,2018-06-05,12,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,武庫川,282146,兵庫県,宝塚市,高司２丁目,2013-02-14,16,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,武庫川,282146,兵庫県,宝塚市,美幸町,2018-02-17,12,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,宝塚,小浜,282146,兵庫県,宝塚市,中筋５丁目,2018-03-27,15,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,小浜,282146,兵庫県,宝塚市,中筋５丁目,2018-09-25,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,山本,282146,兵庫県,宝塚市,平井５丁目,2018-06-01,09,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,宝塚,山本,282146,兵庫県,宝塚市,山本東２丁目,2018-08-15,03,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,小林,282146,兵庫県,宝塚市,小林２丁目,2018-03-16,02,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,仁川,282146,兵庫県,宝塚市,小林５丁目,2017-05-01,00,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,宝塚,清荒神,282146,兵庫県,宝塚市,売布東の町,2018-06-01,18,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,宝塚,中山台,282146,兵庫県,宝塚市,中山五月台６丁目,2018-04-14,19,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,西山,282146,兵庫県,宝塚市,逆瀬台１丁目,2016-03-01,01,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,明石駅前,282031,兵庫県,明石市,松の内２丁目,2018-06-10,09,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,明石,本町,282031,兵庫県,明石市,中崎２丁目,2018-04-15,20,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,大蔵,282031,兵庫県,明石市,大蔵海岸通１丁目,2018-01-04,09,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,西新町,282031,兵庫県,明石市,西新町１丁目,2018-01-11,00,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,林崎,282031,兵庫県,明石市,王子２丁目,2018-09-27,20,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,林崎,282031,兵庫県,明石市,林３丁目,2018-05-12,10,道路上,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,小久保,282031,兵庫県,明石市,大久保町森田,2018-03-09,19,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,明石,小久保,282031,兵庫県,明石市,,2017-06-01,00,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,藤江,282031,兵庫県,明石市,藤江,2018-03-11,10,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,大久保南,282031,兵庫県,明石市,大久保町大窪,2018-07-21,19,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,大久保南,282031,兵庫県,明石市,大久保町大窪,2018-10-10,11,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,魚住,282031,兵庫県,明石市,魚住町清水,2018-05-06,22,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,魚住,282031,兵庫県,明石市,魚住町清水,2018-10-08,17,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,明石,魚住,282031,兵庫県,明石市,魚住町中尾,2018-03-17,06,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,東二見,282031,兵庫県,明石市,二見町東二見,2018-02-02,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,東二見,282031,兵庫県,明石市,二見町東二見,2018-10-04,14,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,明石,東二見,282031,兵庫県,明石市,二見町西二見駅前１丁目,2018-02-09,10,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,明石,西明石,282031,兵庫県,明石市,西明石南町３丁目,2018-05-15,17,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,朝霧町,282031,兵庫県,明石市,大蔵谷奥,2018-03-31,16,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,明舞,282031,兵庫県,明石市,松が丘４丁目,2017-10-01,00,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,三木,本町,282154,兵庫県,三木市,本町３丁目,2018-10-28,14,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,三木,自由が丘,282154,兵庫県,三木市,自由が丘本町３丁目,2018-10-02,21,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,三木,吉川,282154,兵庫県,三木市,吉川町稲田,2018-06-22,12,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,鳩里,282103,兵庫県,加古川市,加古川町北在家,2018-01-15,12,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,尾上,282103,兵庫県,加古川市,尾上町旭１丁目,2018-04-16,18,その他の住宅（３階建て以下共同住宅等）,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,尾上,282103,兵庫県,加古川市,尾上町安田,2018-07-20,21,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,尾上,282103,兵庫県,加古川市,尾上町養田,2018-02-02,19,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,別府,282103,兵庫県,加古川市,別府町新野辺北町６丁目,2018-08-01,22,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町新在家,2018-01-06,11,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,加古川,平津,282103,兵庫県,加古川市,東神吉町出河原,2018-03-29,14,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,志方,282103,兵庫県,加古川市,志方町志方町,2018-12-03,02,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,志方,282103,兵庫県,加古川市,志方町永室,2018-08-01,20,一戸建住宅,キーあり,なし,自動二輪（50cc超）
